Year,Medal,Medalist,Entry,Style,Place
2018,🥉 BRONZE,Suttons Bay Ciders,Mosaic,"<a href=""https://ciderguide.com/glintcap/styles/hopped-cider/"">Hopped Cider</a>",
2017,🥈 SILVER,Suttons Bay Ciders,Highlander,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2017,🥈 SILVER,Suttons Bay Ciders,Korzon Orchard,"<a href=""https://ciderguide.com/glintcap/styles/traditional-cider/"">Traditional Cider - Dry</a>",
2017,🥉 BRONZE,Suttons Bay Ciders,Cherry Fest,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2017,🥉 BRONZE,Suttons Bay Ciders,I Spy Ginger,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2023,🥈 SILVER,Swift Cider,Blueberry,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2023,🥈 SILVER,Swift Cider,Heirloom Cuvee,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2023,🥈 SILVER,Swift Cider,Honeycrisp,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Dry</a>",
2023,🥈 SILVER,Swift Cider,Kveik Mac,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2023,🥈 SILVER,Swift Cider,Pip Saison,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2023,🥈 SILVER,Swift Cider,Pomegranate,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2023,🥈 SILVER,Swift Cider,Strawberry,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2023,🥉 BRONZE,Swift Cider,Pineapple Hop,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2023,🥉 BRONZE,Swift Cider,Pineapple Mai Tai,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2022,🥇 GOLD,Swift Cider,Pineapple Mai Tai,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2022,🥇 GOLD,Swift Cider,Raspberry,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2022,🥈 SILVER,Swift Cider,Blood Orange,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2022,🥈 SILVER,Swift Cider,Honeycrisp,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Dry</a>",
2022,🥈 SILVER,Swift Cider,Strawberry,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2022,🥉 BRONZE,Swift Cider,Pineapple Hop,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2022,🥉 BRONZE,Swift Cider,Strawberry Basil Daiquiri,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2019,🥈 SILVER,Swift Cider,Blueberry,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2019,🥈 SILVER,Swift Cider,"Cherry, Vanilla, Oak","<a href=""https://ciderguide.com/glintcap/styles/wood-aged-specialty-cider/"">Wood Aged Specialty Cider</a>",
2019,🥈 SILVER,Swift Cider,Hard Apple,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Dry</a>",
2019,🥈 SILVER,Swift Cider,Heirloom - Batch 1: Keeved,"<a href=""https://ciderguide.com/glintcap/styles/traditional-cider/"">Traditional Cider - Sweet</a>",
2019,🥈 SILVER,Swift Cider,"Honey, Ginger, Spice","<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2019,🥈 SILVER,Swift Cider,Marionberry,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2019,🥈 SILVER,Swift Cider,Pineapple Hop,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2019,🥈 SILVER,Swift Cider,Pinot Rose,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2019,🥈 SILVER,Swift Cider,Pom,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2019,🥉 BRONZE,Swift Cider,Heirloom: Batch 2 - Le Brett,"<a href=""https://ciderguide.com/glintcap/styles/traditional-cider/"">Traditional Cider - Dry</a>",
2019,🥉 BRONZE,Swift Cider,Mac,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Sweet</a>",
2018,🥈 SILVER,Swift Cider,Hard Apple,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Dry</a>",
2018,🥈 SILVER,Swift Cider,Mac,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Sweet</a>",
2018,🥈 SILVER,Swift Cider,Marionberry,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2018,🥈 SILVER,Swift Cider,Pineapple Hop,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2018,🥉 BRONZE,Swift Cider,Spiced Blood Orange,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2017,🥇 GOLD,Swift Cider,Marionberry,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2017,🥈 SILVER,Swift Cider,Peach Oak,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2017,🥈 SILVER,Swift Cider,Sour Cherry,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2017,🥈 SILVER,Swift Cider,Spiced Blood Orange,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2017,🥉 BRONZE,Swift Cider,Dank Hop,"<a href=""https://ciderguide.com/glintcap/styles/hopped-cider/"">Hopped Cider</a>",
2017,🥉 BRONZE,Swift Cider,Portland Pippin,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Dry</a>",
2017,🥉 BRONZE,Swift Cider,Purple Rain,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2016,🥇 GOLD,Swift Cider,Dank Hop,"<a href=""https://ciderguide.com/glintcap/styles/hopped-cider/"">Hopped/Herbal Cider</a>",
2016,🥇 GOLD,Swift Cider,Marionberry,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2016,🥉 BRONZE,Swift Cider,Wholesome Apple,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider</a>",
2021,🥉 BRONZE,Swilled Dog Hard Cider,McIntosh,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
